id,statecode,state,county,zipcode,city,latitude,longitude,pop,region
52048,WI,WI,MILWAUKEE,53129,GREENDALE,42.93,-88,12551,
52049,WI,WI,KENOSHA,53139,KANSASVILLE,42.7,-88.12,2554,
52050,WI,WI,RACINE,53139,KANSASVILLE,42.7,-88.12,2554,
52051,WI,WI,MILWAUKEE,53132,FRANKLIN,42.88,-88,29520,
52052,WI,WI,JEFFERSON,53137,HELENVILLE,43.01,-88.71,1472,
52053,WI,WI,WAUKESHA,53132,FRANKLIN,42.88,-88,29520,
52054,WI,WI,WALWORTH,53138,HONEY CREEK,42.71,-88.36,0,
52055,WI,WI,KENOSHA,53143,KENOSHA,42.58,-87.85,17971,
52056,WI,WI,KENOSHA,53140,KENOSHA,42.58,-87.85,21042,
52057,WI,WI,KENOSHA,53141,KENOSHA,42.58,-87.85,651,
52058,WI,WI,KENOSHA,53142,KENOSHA,42.58,-87.85,27162,
52059,WI,WI,WAUKESHA,53146,NEW BERLIN,42.97,-88.12,6932,
52060,WI,WI,WALWORTH,53147,LAKE GENEVA,42.58,-88.42,13593,
52061,WI,WI,WALWORTH,53148,LYONS,42.65,-88.32,0,
52062,WI,WI,KENOSHA,53144,KENOSHA,42.58,-87.85,20705,
52063,WI,WI,RACINE,53144,KENOSHA,42.58,-87.85,20705,
52064,WI,WI,RACINE,53149,MUKWONAGO,42.86,-88.33,17162,
52065,WI,WI,WALWORTH,53149,MUKWONAGO,42.86,-88.33,17162,
52066,WI,WI,WAUKESHA,53149,MUKWONAGO,42.86,-88.33,17162,
52067,WI,WI,WAUKESHA,53151,NEW BERLIN,42.97,-88.12,29852,
52068,WI,WI,KENOSHA,53152,NEW MUNSTER,42.58,-88.24,0,
52069,WI,WI,RACINE,53150,MUSKEGO,42.89,-88.12,22907,
52070,WI,WI,WAUKESHA,53150,MUSKEGO,42.89,-88.12,22907,
52071,WI,WI,JEFFERSON,53156,PALMYRA,42.87,-88.58,2648,
52072,WI,WI,WAUKESHA,53156,PALMYRA,42.87,-88.58,2648,
52073,WI,WI,WALWORTH,53157,PELL LAKE,42.54,-88.35,1232,
52074,WI,WI,MILWAUKEE,53154,OAK CREEK,42.88,-87.89,29273,
52075,WI,WI,WAUKESHA,53153,NORTH PRAIRIE,42.93,-88.39,2302,
52076,WI,WI,KENOSHA,53168,SALEM,42.6,-88.12,7434,
52077,WI,WI,KENOSHA,53158,PLEASANT PRAIRIE,42.52,-87.88,13763,
52078,WI,WI,RACINE,53167,ROCHESTER,42.74,-88.22,502,
52079,WI,WI,KENOSHA,53159,POWERS LAKE,42.54,-88.3,0,
52080,WI,WI,KENOSHA,53170,SILVER LAKE,42.55,-88.16,2069,
52081,WI,WI,KENOSHA,53171,SOMERS,42.58,-87.89,0,
52082,WI,WI,MILWAUKEE,53172,SOUTH MILWAUKEE,42.91,-87.86,17557,
52083,WI,WI,WALWORTH,53176,SPRINGFIELD,42.64,-88.41,0,
52084,WI,WI,KENOSHA,53177,STURTEVANT,42.7,-87.89,5784,
52085,WI,WI,RACINE,53177,STURTEVANT,42.7,-87.89,5784,
52086,WI,WI,KENOSHA,53179,TREVOR,42.51,-88.13,5072,
52087,WI,WI,JEFFERSON,53178,SULLIVAN,43.01,-88.58,2457,
52088,WI,WI,WAUKESHA,53178,SULLIVAN,43.01,-88.58,2457,
52089,WI,WI,KENOSHA,53181,TWIN LAKES,42.51,-88.25,6246,
52090,WI,WI,WALWORTH,53184,WALWORTH,42.53,-88.59,3654,
52091,WI,WI,KENOSHA,53182,UNION GROVE,42.68,-88.05,7498,
52092,WI,WI,RACINE,53182,UNION GROVE,42.68,-88.05,7498,
52093,WI,WI,WAUKESHA,53183,WALES,43,-88.37,2731,
52094,WI,WI,RACINE,53185,WATERFORD,42.76,-88.21,16655,
52095,WI,WI,WAUKESHA,53185,WATERFORD,42.76,-88.21,16655,
52096,WI,WI,WAUKESHA,53186,WAUKESHA,43.01,-88.23,27870,
52097,WI,WI,WAUKESHA,53188,WAUKESHA,43.01,-88.23,29965,
52098,WI,WI,WAUKESHA,53187,WAUKESHA,43.01,-88.23,374,
52099,WI,WI,WAUKESHA,53189,WAUKESHA,43.01,-88.23,23540,
52100,WI,WI,WALWORTH,53191,WILLIAMS BAY,42.57,-88.54,2421,
52101,WI,WI,KENOSHA,53192,WILMOT,42.54,-88.12,0,
52102,WI,WI,KENOSHA,53194,WOODWORTH,42.53,-88.01,0,
52103,WI,WI,JEFFERSON,53190,WHITEWATER,42.83,-88.73,10569,
52104,WI,WI,ROCK,53190,WHITEWATER,42.83,-88.73,10569,
52105,WI,WI,WALWORTH,53190,WHITEWATER,42.83,-88.73,10569,
52106,WI,WI,WALWORTH,53195,ZENDA,42.54,-88.49,0,
52107,WI,WI,MILWAUKEE,53201,MILWAUKEE,43.06,-87.96,929,
52108,WI,WI,MILWAUKEE,53202,MILWAUKEE,43.06,-87.96,15593,
52109,WI,WI,MILWAUKEE,53206,MILWAUKEE,43.06,-87.96,16288,
52110,WI,WI,MILWAUKEE,53204,MILWAUKEE,43.06,-87.96,26940,
52111,WI,WI,MILWAUKEE,53203,MILWAUKEE,43.06,-87.96,1181,
52112,WI,WI,MILWAUKEE,53205,MILWAUKEE,43.06,-87.96,6125,
52113,WI,WI,MILWAUKEE,53208,MILWAUKEE,43.06,-87.96,20642,
52114,WI,WI,MILWAUKEE,53207,MILWAUKEE,43.06,-87.96,29019,
52115,WI,WI,MILWAUKEE,53209,MILWAUKEE,43.06,-87.96,34779,
52116,WI,WI,MILWAUKEE,53210,MILWAUKEE,43.06,-87.96,18640,
52117,WI,WI,MILWAUKEE,53213,MILWAUKEE,43.06,-87.96,22083,
52118,WI,WI,MILWAUKEE,53211,MILWAUKEE,43.06,-87.96,22723,
52119,WI,WI,MILWAUKEE,53212,MILWAUKEE,43.06,-87.96,19048,
52120,WI,WI,MILWAUKEE,53214,MILWAUKEE,43.06,-87.96,27867,
52121,WI,WI,MILWAUKEE,53215,MILWAUKEE,43.06,-87.96,43304,
52122,WI,WI,MILWAUKEE,53216,MILWAUKEE,43.06,-87.96,23254,
52123,WI,WI,MILWAUKEE,53217,MILWAUKEE,43.06,-87.96,26784,
52124,WI,WI,MILWAUKEE,53218,MILWAUKEE,43.06,-87.96,29160,
52125,WI,WI,OZAUKEE,53217,MILWAUKEE,43.06,-87.96,26784,
52126,WI,WI,MILWAUKEE,53222,MILWAUKEE,43.06,-87.96,20761,
52127,WI,WI,MILWAUKEE,53219,MILWAUKEE,43.06,-87.96,28040,
52128,WI,WI,MILWAUKEE,53221,MILWAUKEE,43.06,-87.96,30366,
52129,WI,WI,MILWAUKEE,53220,MILWAUKEE,43.06,-87.96,22062,
52130,WI,WI,MILWAUKEE,53223,MILWAUKEE,43.06,-87.96,22220,
52131,WI,WI,MILWAUKEE,53225,MILWAUKEE,43.06,-87.96,19500,
52132,WI,WI,MILWAUKEE,53224,MILWAUKEE,43.06,-87.96,15826,
52133,WI,WI,WAUKESHA,53225,MILWAUKEE,43.06,-87.96,19500,
52134,WI,WI,MILWAUKEE,53226,MILWAUKEE,43.06,-87.96,15838,
52135,WI,WI,MILWAUKEE,53233,MILWAUKEE,43.06,-87.96,3853,
52136,WI,WI,MILWAUKEE,53228,MILWAUKEE,43.06,-87.96,13045,
52137,WI,WI,MILWAUKEE,53234,MILWAUKEE,43.06,-87.96,686,
52138,WI,WI,MILWAUKEE,53227,MILWAUKEE,43.06,-87.96,19721,
52139,WI,WI,MILWAUKEE,53235,SAINT FRANCIS,42.97,-87.87,7537,
52140,WI,WI,MILWAUKEE,53237,MILWAUKEE,43.06,-87.96,0,
52141,WI,WI,MILWAUKEE,53259,MILWAUKEE,43.06,-87.96,0,
52142,WI,WI,MILWAUKEE,53267,MILWAUKEE,43.06,-87.96,0,
52143,WI,WI,MILWAUKEE,53274,MILWAUKEE,43.06,-87.96,0,
52144,WI,WI,MILWAUKEE,53263,MILWAUKEE,43.06,-87.96,0,
52145,WI,WI,MILWAUKEE,53268,MILWAUKEE,43.06,-87.96,0,
52146,WI,WI,MILWAUKEE,53278,MILWAUKEE,43.06,-87.96,0,
52147,WI,WI,MILWAUKEE,53288,MILWAUKEE,43.06,-87.96,0,
52148,WI,WI,MILWAUKEE,53290,MILWAUKEE,43.06,-87.96,0,
52149,WI,WI,MILWAUKEE,53293,MILWAUKEE,43.06,-87.96,0,
52150,WI,WI,RACINE,53402,RACINE,42.72,-87.8,28457,
52151,WI,WI,RACINE,53401,RACINE,42.72,-87.8,0,
52152,WI,WI,MILWAUKEE,53295,MILWAUKEE,43.06,-87.96,0,
52153,WI,WI,KENOSHA,53403,RACINE,42.72,-87.8,20689,
52154,WI,WI,RACINE,53403,RACINE,42.72,-87.8,20689,
52155,WI,WI,RACINE,53405,RACINE,42.72,-87.8,21505,
52156,WI,WI,RACINE,53404,RACINE,42.72,-87.8,11319,
52157,WI,WI,RACINE,53406,RACINE,42.72,-87.8,22235,
52158,WI,WI,RACINE,53407,RACINE,42.72,-87.8,0,
52159,WI,WI,ROCK,53501,AFTON,42.69,-89.09,0,
52160,WI,WI,IOWA,53503,ARENA,43.16,-89.91,1623,
52161,WI,WI,RACINE,53408,RACINE,42.72,-87.8,0,
52162,WI,WI,GREEN,53502,ALBANY,42.7,-89.43,2097,
52163,WI,WI,ROCK,53502,ALBANY,42.7,-89.43,2097,
52164,WI,WI,DANE,53507,BARNEVELD,43.01,-89.89,2000,
52165,WI,WI,IOWA,53507,BARNEVELD,43.01,-89.89,2000,
52166,WI,WI,ROCK,53505,AVALON,42.65,-88.83,0,
52167,WI,WI,GREEN,53504,ARGYLE,42.7,-89.86,1786,
52168,WI,WI,LAFAYETTE,53504,ARGYLE,42.7,-89.86,1786,
52169,WI,WI,WALWORTH,53505,AVALON,42.65,-88.83,0,
52170,WI,WI,IOWA,53506,AVOCA,43.18,-90.32,841,
52171,WI,WI,LAFAYETTE,53510,BELMONT,42.73,-90.33,1278,
52172,WI,WI,DANE,53508,BELLEVILLE,42.86,-89.53,4726,
52173,WI,WI,ROCK,53512,BELOIT,42.52,-89.02,0,
52174,WI,WI,GREEN,53508,BELLEVILLE,42.86,-89.53,4726,
52175,WI,WI,ROCK,53511,BELOIT,42.52,-89.02,38100,
52176,WI,WI,DANE,53517,BLUE MOUNDS,43.02,-89.82,1592,
52177,WI,WI,DANE,53515,BLACK EARTH,43.13,-89.74,2123,
52178,WI,WI,DANE,53516,BLANCHARDVILLE,42.8,-89.86,1910,
52179,WI,WI,IOWA,53517,BLUE MOUNDS,43.02,-89.82,1592,
52180,WI,WI,IOWA,53515,BLACK EARTH,43.13,-89.74,2123,
52181,WI,WI,GREEN,53516,BLANCHARDVILLE,42.8,-89.86,1910,
52182,WI,WI,IOWA,53516,BLANCHARDVILLE,42.8,-89.86,1910,
52183,WI,WI,LAFAYETTE,53516,BLANCHARDVILLE,42.8,-89.86,1910,
52184,WI,WI,CRAWFORD,53518,BLUE RIVER,43.18,-90.57,1134,
52185,WI,WI,GRANT,53518,BLUE RIVER,43.18,-90.57,1134,
52186,WI,WI,RICHLAND,53518,BLUE RIVER,43.18,-90.57,1134,
52187,WI,WI,GREEN,53522,BROWNTOWN,42.57,-89.79,1037,
52188,WI,WI,LAFAYETTE,53522,BROWNTOWN,42.57,-89.79,1037,
52189,WI,WI,DANE,53521,BROOKLYN,42.85,-89.37,3334,
52190,WI,WI,GREEN,53521,BROOKLYN,42.85,-89.37,3334,
52191,WI,WI,ROCK,53521,BROOKLYN,42.85,-89.37,3334,
52192,WI,WI,GREEN,53520,BRODHEAD,42.61,-89.37,5948,
52193,WI,WI,ROCK,53520,BRODHEAD,42.61,-89.37,5948,
52194,WI,WI,DANE,53523,CAMBRIDGE,43,-89.01,4548,
52195,WI,WI,JEFFERSON,53523,CAMBRIDGE,43,-89.01,4548,
52196,WI,WI,ROCK,53525,CLINTON,42.55,-88.86,3413,
52197,WI,WI,WALWORTH,53525,CLINTON,42.55,-88.86,3413,
52198,WI,WI,DANE,53527,COTTAGE GROVE,43.08,-89.2,8860,
52199,WI,WI,DANE,53528,CROSS PLAINS,43.11,-89.64,5389,
52200,WI,WI,IOWA,53526,COBB,42.96,-90.32,541,
52201,WI,WI,COLUMBIA,53532,DE FOREST,43.24,-89.34,12095,
52202,WI,WI,DANE,53532,DE FOREST,43.24,-89.34,12095,
52203,WI,WI,LAFAYETTE,53530,DARLINGTON,42.68,-90.11,3993,
52204,WI,WI,DANE,53529,DANE,43.25,-89.5,1840,
52205,WI,WI,DANE,53531,DEERFIELD,43.05,-89.07,3717,
52206,WI,WI,IOWA,53535,EDMUND,42.97,-90.24,0,
52207,WI,WI,IOWA,53533,DODGEVILLE,42.96,-90.13,6231,
52208,WI,WI,GREEN,53536,EVANSVILLE,42.77,-89.29,7310,
52209,WI,WI,ROCK,53536,EVANSVILLE,42.77,-89.29,7310,
52210,WI,WI,DANE,53534,EDGERTON,42.83,-89.07,9944,
52211,WI,WI,JEFFERSON,53534,EDGERTON,42.83,-89.07,9944,
52212,WI,WI,ROCK,53534,EDGERTON,42.83,-89.07,9944,
52213,WI,WI,RICHLAND,53540,GOTHAM,43.21,-90.29,0,
52214,WI,WI,ROCK,53537,FOOTVILLE,42.67,-89.2,582,
52215,WI,WI,LAFAYETTE,53541,GRATIOT,42.57,-90.02,802,
52216,WI,WI,JEFFERSON,53538,FORT ATKINSON,42.92,-88.84,16373,
52217,WI,WI,ROCK,53538,FORT ATKINSON,42.92,-88.84,16373,
52218,WI,WI,ROCK,53542,HANOVER,42.69,-89.09,0,
52219,WI,WI,ROCK,53545,JANESVILLE,42.68,-89.01,19544,
52220,WI,WI,DANE,53544,HOLLANDALE,42.87,-89.93,717,
52221,WI,WI,GREEN,53544,HOLLANDALE,42.87,-89.93,717,
52222,WI,WI,IOWA,53544,HOLLANDALE,42.87,-89.93,717,
52223,WI,WI,GRANT,53543,HIGHLAND,43.04,-90.37,1433,
52224,WI,WI,IOWA,53543,HIGHLAND,43.04,-90.37,1433,
52225,WI,WI,JEFFERSON,53549,JEFFERSON,43,-88.8,8830,
52226,WI,WI,ROCK,53548,JANESVILLE,42.68,-89.07,14931,
52227,WI,WI,ROCK,53547,JANESVILLE,42.68,-89.01,799,
52228,WI,WI,ROCK,53546,JANESVILLE,42.68,-89.01,26010,
52229,WI,WI,GREEN,53550,JUDA,42.55,-89.49,1088,
52230,WI,WI,IOWA,53553,LINDEN,42.91,-90.27,512,
52231,WI,WI,JEFFERSON,53551,LAKE MILLS,43.07,-88.9,7285,
52232,WI,WI,GRANT,53554,LIVINGSTON,42.9,-90.43,908,
52233,WI,WI,IOWA,53554,LIVINGSTON,42.9,-90.43,908,
52234,WI,WI,DANE,53558,MC FARLAND,43.01,-89.29,9991,
52235,WI,WI,COLUMBIA,53555,LODI,43.31,-89.53,7702,
52236,WI,WI,DANE,53555,LODI,43.31,-89.53,7702,
52237,WI,WI,RICHLAND,53556,LONE ROCK,43.18,-90.2,2236,
52238,WI,WI,SAUK,53556,LONE ROCK,43.18,-90.2,2236,
52239,WI,WI,DODGE,53557,LOWELL,43.33,-88.82,447,
52240,WI,WI,DANE,53559,MARSHALL,43.17,-89.06,5237,
52241,WI,WI,JEFFERSON,53559,MARSHALL,43.17,-89.06,5237,
52242,WI,WI,DANE,53562,MIDDLETON,43.1,-89.5,21892,
52243,WI,WI,DANE,53560,MAZOMANIE,43.17,-89.79,3210,
52244,WI,WI,IOWA,53560,MAZOMANIE,43.17,-89.79,3210,
52245,WI,WI,COLUMBIA,53561,MERRIMAC,43.37,-89.62,1465,
52246,WI,WI,SAUK,53561,MERRIMAC,43.37,-89.62,1465,
52247,WI,WI,GREEN,53566,MONROE,42.59,-89.64,13670,
52248,WI,WI,GRANT,53569,MONTFORT,42.97,-90.43,1025,
52249,WI,WI,IOWA,53569,MONTFORT,42.97,-90.43,1025,
52250,WI,WI,JEFFERSON,53563,MILTON,42.77,-88.94,9665,
52251,WI,WI,ROCK,53563,MILTON,42.77,-88.94,9665,
52252,WI,WI,IOWA,53565,MINERAL POINT,42.86,-90.18,4230,
52253,WI,WI,LAFAYETTE,53565,MINERAL POINT,42.86,-90.18,4230,
52254,WI,WI,DANE,53572,MOUNT HOREB,43,-89.73,8648,
52255,WI,WI,GREEN,53572,MOUNT HOREB,43,-89.73,8648,
52256,WI,WI,IOWA,53572,MOUNT HOREB,43,-89.73,8648,
52257,WI,WI,DANE,53571,MORRISONVILLE,43.27,-89.35,0,
52258,WI,WI,GREEN,53570,MONTICELLO,42.74,-89.58,2335,
52259,WI,WI,GRANT,53573,MUSCODA,43.18,-90.43,2607,
52260,WI,WI,IOWA,53573,MUSCODA,43.18,-90.43,2607,
52261,WI,WI,RICHLAND,53573,MUSCODA,43.18,-90.43,2607,
52262,WI,WI,SAUK,53577,PLAIN,43.27,-90.04,1292,
52263,WI,WI,DANE,53575,OREGON,42.92,-89.38,13628,
52264,WI,WI,DANE,53574,NEW GLARUS,42.81,-89.63,3436,
52265,WI,WI,GREEN,53574,NEW GLARUS,42.81,-89.63,3436,
52266,WI,WI,ROCK,53576,ORFORDVILLE,42.62,-89.25,1953,
52267,WI,WI,COLUMBIA,53578,PRAIRIE DU SAC,43.29,-89.72,5424,
52268,WI,WI,SAUK,53578,PRAIRIE DU SAC,43.29,-89.72,5424,
52269,WI,WI,DODGE,53579,REESEVILLE,43.3,-88.84,1564,
52270,WI,WI,IOWA,53580,REWEY,42.84,-90.39,495,
52271,WI,WI,RICHLAND,53581,RICHLAND CENTER,43.33,-90.38,8309,
52272,WI,WI,COLUMBIA,53583,SAUK CITY,43.27,-89.72,5021,
52273,WI,WI,DANE,53583,SAUK CITY,43.27,-89.72,5021,
52274,WI,WI,SAUK,53583,SAUK CITY,43.27,-89.72,5021,
52275,WI,WI,RICHLAND,53584,SEXTONVILLE,43.28,-90.29,0,
52276,WI,WI,IOWA,53582,RIDGEWAY,42.99,-89.99,983,
52277,WI,WI,ROCK,53585,SHARON,42.5,-88.73,1882,
52278,WI,WI,WALWORTH,53585,SHARON,42.5,-88.73,1882,
52279,WI,WI,LAFAYETTE,53587,SOUTH WAYNE,42.56,-89.88,1140,
52280,WI,WI,LAFAYETTE,53586,SHULLSBURG,42.57,-90.23,1900,
52281,WI,WI,DANE,53589,STOUGHTON,42.92,-89.22,17307,
52282,WI,WI,ROCK,53589,STOUGHTON,42.92,-89.22,17307,
52283,WI,WI,IOWA,53588,SPRING GREEN,43.17,-90.06,3781,
52284,WI,WI,RICHLAND,53588,SPRING GREEN,43.17,-90.06,3781,
52285,WI,WI,SAUK,53588,SPRING GREEN,43.17,-90.06,3781,
52286,WI,WI,DANE,53590,SUN PRAIRIE,43.18,-89.23,31182,
52287,WI,WI,DANE,53594,WATERLOO,43.18,-88.98,4736,
52288,WI,WI,DANE,53593,VERONA,42.98,-89.53,17746,
52289,WI,WI,DODGE,53594,WATERLOO,43.18,-88.98,4736,
52290,WI,WI,JEFFERSON,53594,WATERLOO,43.18,-88.98,4736,
52291,WI,WI,IOWA,53595,DODGEVILLE,42.96,-90.13,0,
52292,WI,WI,DANE,53598,WINDSOR,43.21,-89.34,2318,
52293,WI,WI,DANE,53596,SUN PRAIRIE,43.18,-89.23,0,
52294,WI,WI,DANE,53597,WAUNAKEE,43.18,-89.45,15317,
52295,WI,WI,LAFAYETTE,53599,WOODFORD,42.64,-89.92,0,
52296,WI,WI,DANE,53701,MADISON,43.07,-89.38,0,
52297,WI,WI,DANE,53704,MADISON,43.07,-89.38,37614,
52298,WI,WI,DANE,53702,MADISON,43.07,-89.38,0,
52299,WI,WI,DANE,53703,MADISON,43.07,-89.38,12945,
52300,WI,WI,DANE,53708,MADISON,43.07,-89.38,396,
52301,WI,WI,DANE,53705,MADISON,43.07,-89.38,20296,
52302,WI,WI,DANE,53706,MADISON,43.07,-89.38,0,
52303,WI,WI,DANE,53707,MADISON,43.07,-89.38,0,
52304,WI,WI,DANE,53714,MADISON,43.07,-89.38,14039,
52305,WI,WI,DANE,53711,MADISON,43.07,-89.38,39830,
52306,WI,WI,DANE,53713,MADISON,43.07,-89.38,17493,
52307,WI,WI,DANE,53715,MADISON,43.07,-89.38,4622,
52308,WI,WI,DANE,53716,MADISON,43.07,-89.38,16904,
52309,WI,WI,DANE,53718,MADISON,43.07,-89.38,9962,
52310,WI,WI,DANE,53717,MADISON,43.07,-89.38,10564,
52311,WI,WI,DANE,53719,MADISON,43.07,-89.38,24312,
52312,WI,WI,DANE,53744,MADISON,43.07,-89.38,461,
52313,WI,WI,DANE,53726,MADISON,43.07,-89.38,2908,
52314,WI,WI,DANE,53774,MADISON,43.07,-89.4,0,
52315,WI,WI,DANE,53725,MADISON,43.07,-89.38,0,
52316,WI,WI,DANE,53779,MADISON,43.07,-89.38,0,
52317,WI,WI,DANE,53778,MADISON,43.07,-89.38,0,
52318,WI,WI,DANE,53777,MADISON,43.07,-89.38,0,
52319,WI,WI,DANE,53782,MADISON,43.07,-89.38,0,
52320,WI,WI,DANE,53786,MADISON,43.07,-89.38,0,
52321,WI,WI,DANE,53783,MADISON,43.07,-89.38,0,
52322,WI,WI,DANE,53785,MADISON,43.07,-89.38,0,
52323,WI,WI,DANE,53784,MADISON,43.07,-89.38,0,
52324,WI,WI,DANE,53788,MADISON,43.07,-89.38,0,
52325,WI,WI,DANE,53789,MADISON,43.07,-89.38,0,
52326,WI,WI,DANE,53790,MADISON,43.07,-89.38,0,
52327,WI,WI,DANE,53791,MADISON,43.07,-89.38,0,
52328,WI,WI,DANE,53792,MADISON,43.07,-89.38,0,
52329,WI,WI,DANE,53793,MADISON,43.07,-89.38,0,
52330,WI,WI,DANE,53794,MADISON,43.07,-89.38,0,
52331,WI,WI,GRANT,53801,BAGLEY,42.9,-91.09,709,
52332,WI,WI,GRANT,53804,BLOOMINGTON,42.89,-90.92,1167,
52333,WI,WI,GRANT,53802,BEETOWN,42.79,-90.88,0,
52334,WI,WI,LAFAYETTE,53803,BENTON,42.57,-90.38,1098,
52335,WI,WI,CRAWFORD,53805,BOSCOBEL,43.13,-90.7,3912,
52336,WI,WI,GRANT,53805,BOSCOBEL,43.13,-90.7,3912,
52337,WI,WI,RICHLAND,53805,BOSCOBEL,43.13,-90.7,3912,
52338,WI,WI,GRANT,53806,CASSVILLE,42.71,-90.99,1522,
52339,WI,WI,GRANT,53809,FENNIMORE,42.98,-90.65,3240,
52340,WI,WI,GRANT,53807,CUBA CITY,42.6,-90.43,3705,
52341,WI,WI,LAFAYETTE,53807,CUBA CITY,42.6,-90.43,3705,
52342,WI,WI,GRANT,53808,DICKEYVILLE,42.62,-90.59,928,
52343,WI,WI,GRANT,53812,KIELER,42.58,-90.59,449,
52344,WI,WI,GRANT,53810,GLEN HAVEN,42.83,-91.06,0,
52345,WI,WI,GRANT,53813,LANCASTER,42.84,-90.7,5200,
52346,WI,WI,GRANT,53811,HAZEL GREEN,42.53,-90.43,2687,
52347,WI,WI,LAFAYETTE,53811,HAZEL GREEN,42.53,-90.43,2687,
52348,WI,WI,GRANT,53817,PATCH GROVE,42.93,-90.97,0,
52349,WI,WI,GRANT,53820,POTOSI,42.68,-90.71,2285,
52350,WI,WI,GRANT,53818,PLATTEVILLE,42.73,-90.47,8697,
52351,WI,WI,IOWA,53818,PLATTEVILLE,42.73,-90.47,8697,
52352,WI,WI,LAFAYETTE,53818,PLATTEVILLE,42.73,-90.47,8697,
52353,WI,WI,GRANT,53816,MOUNT HOPE,42.96,-90.85,646,
52354,WI,WI,GRANT,53825,STITZER,42.91,-90.63,0,
52355,WI,WI,CRAWFORD,53821,PRAIRIE DU CHIEN,43.04,-91.14,6854,
52356,WI,WI,GRANT,53824,SINSINAWA,42.51,-90.53,0,
52357,WI,WI,GRANT,53821,PRAIRIE DU CHIEN,43.04,-91.14,6854,
52358,WI,WI,CRAWFORD,53826,WAUZEKA,43.08,-90.89,1089,
52359,WI,WI,COLUMBIA,53911,ARLINGTON,43.33,-89.37,1209,
52360,WI,WI,GRANT,53827,WOODMAN,43.09,-90.79,0,
52361,WI,WI,DANE,53911,ARLINGTON,43.33,-89.37,1209,
52362,WI,WI,COLUMBIA,53901,PORTAGE,43.54,-89.46,11733,
52363,WI,WI,ADAMS,53910,ADAMS,43.95,-89.81,2642,
52364,WI,WI,MARQUETTE,53901,PORTAGE,43.54,-89.46,11733,
52365,WI,WI,SAUK,53901,PORTAGE,43.54,-89.46,11733,
52366,WI,WI,DODGE,53916,BEAVER DAM,43.46,-88.83,19540,
52367,WI,WI,COLUMBIA,53913,BARABOO,43.46,-89.74,17033,
52368,WI,WI,SAUK,53913,BARABOO,43.46,-89.74,17033,
52369,WI,WI,ADAMS,53920,BRIGGSVILLE,43.68,-89.57,431,
52370,WI,WI,MARQUETTE,53920,BRIGGSVILLE,43.68,-89.57,431,
52371,WI,WI,FOND DU LAC,53919,BRANDON,43.73,-88.78,2205,
52372,WI,WI,GREEN LAKE,53919,BRANDON,43.73,-88.78,2205,
52373,WI,WI,COLUMBIA,53923,CAMBRIA,43.54,-89.11,1857,
52374,WI,WI,GREEN LAKE,53923,CAMBRIA,43.54,-89.11,1857,
52375,WI,WI,DODGE,53922,BURNETT,43.52,-88.7,916,
52376,WI,WI,RICHLAND,53924,CAZENOVIA,43.52,-90.19,1161,
52377,WI,WI,SAUK,53924,CAZENOVIA,43.52,-90.19,1161,
52378,WI,WI,COLUMBIA,53925,COLUMBUS,43.33,-89.02,6886,
52379,WI,WI,DANE,53925,COLUMBUS,43.33,-89.02,6886,
52380,WI,WI,DODGE,53925,COLUMBUS,43.33,-89.02,6886,
52381,WI,WI,ADAMS,53927,DELLWOOD,43.96,-89.95,0,
52382,WI,WI,JUNEAU,53929,ELROY,43.74,-90.27,2237,
52383,WI,WI,MONROE,53929,ELROY,43.74,-90.27,2237,
52384,WI,WI,VERNON,53929,ELROY,43.74,-90.27,2237,
52385,WI,WI,COLUMBIA,53928,DOYLESTOWN,43.42,-89.14,0,
52386,WI,WI,COLUMBIA,53926,DALTON,43.68,-89.19,1107,
52387,WI,WI,GREEN LAKE,53926,DALTON,43.68,-89.19,1107,
52388,WI,WI,MARQUETTE,53926,DALTON,43.68,-89.19,1107,
52389,WI,WI,COLUMBIA,53932,FALL RIVER,43.38,-89.04,2213,
52390,WI,WI,DODGE,53932,FALL RIVER,43.38,-89.04,2213,
52391,WI,WI,FOND DU LAC,53931,FAIRWATER,43.74,-88.86,0,
52392,WI,WI,MARQUETTE,53930,ENDEAVOR,43.71,-89.46,1149,
52393,WI,WI,DODGE,53933,FOX LAKE,43.56,-88.91,2554,
52394,WI,WI,COLUMBIA,53935,FRIESLAND,43.58,-89.06,0,
52395,WI,WI,ADAMS,53934,FRIENDSHIP,43.97,-89.82,3431,
52396,WI,WI,ADAMS,53936,GRAND MARSH,43.89,-89.71,1244,
52397,WI,WI,RICHLAND,53937,HILLPOINT,43.38,-90.16,803,
52398,WI,WI,SAUK,53937,HILLPOINT,43.38,-90.16,803,
52399,WI,WI,SAUK,53940,LAKE DELTON,43.59,-89.78,816,
52400,WI,WI,JUNEAU,53941,LA VALLE,43.58,-90.13,2415,
52401,WI,WI,RICHLAND,53941,LA VALLE,43.58,-90.13,2415,
52402,WI,WI,SAUK,53941,LA VALLE,43.58,-90.13,2415,
52403,WI,WI,GREEN LAKE,53939,KINGSTON,43.69,-89.13,0,
52404,WI,WI,SAUK,53942,LIME RIDGE,43.46,-90.15,0,
52405,WI,WI,JUNEAU,53944,LYNDON STATION,43.71,-89.89,1953,
52406,WI,WI,SAUK,53944,LYNDON STATION,43.71,-89.89,1953,
52407,WI,WI,SAUK,53943,LOGANVILLE,43.43,-90.03,934,
52408,WI,WI,DODGE,53946,MARKESAN,43.7,-88.98,3738,
